oficina,original,svm,-10,0.6893491124260355,0.5961538461538461
oficina,original,svm,-5,0.8742603550295859,0.75
oficina,original,svm,0,0.9541420118343196,0.9230769230769231
oficina,original,svm,5,0.9519230769230768,0.9615384615384616
oficina,original,svm,10,1.0,0.9807692307692307
oficina,original,svm,-10,0.6893491124260355,0.5961538461538461
oficina,original,svm,-5,0.8742603550295859,0.75
oficina,original,svm,0,0.9541420118343196,0.9230769230769231
oficina,original,svm,5,0.9519230769230768,0.9615384615384616
oficina,original,svm,10,1.0,0.9807692307692307
oficina,original,svm,-10,0.6893491124260355,0.5961538461538461
oficina,original,svm,-5,0.8742603550295859,0.75
oficina,original,svm,0,0.9541420118343196,0.9230769230769231
oficina,original,svm,5,0.9519230769230768,0.9615384615384616
oficina,original,svm,10,1.0,0.9807692307692307
oficina,filtered,svm,-10,0.5665680473372781,0.5576923076923077
oficina,filtered,svm,-5,0.6849112426035503,0.6538461538461539
oficina,filtered,svm,0,0.8535502958579881,0.7884615384615384
oficina,filtered,svm,5,0.9452662721893492,0.9038461538461539
oficina,filtered,svm,10,0.9600591715976331,0.9230769230769231
oficina,filtered,svm,-10,0.6893491124260355,0.6730769230769231
oficina,filtered,svm,-5,0.8860946745562129,0.7884615384615384
oficina,filtered,svm,0,0.9822485207100592,0.9615384615384616
oficina,filtered,svm,5,0.9985207100591716,0.9807692307692307
oficina,filtered,svm,10,0.9585798816568049,0.9423076923076923
oficina,filtered,svm,-10,0.7603550295857988,0.7115384615384616
oficina,filtered,svm,-5,0.8846153846153846,0.75
oficina,filtered,svm,0,0.970414201183432,0.9423076923076923
oficina,filtered,svm,5,0.9437869822485208,0.9423076923076923
oficina,filtered,svm,10,0.9600591715976331,0.9615384615384616
oficina,original,knn,-10,0.47559171597633143,0.4423076923076923
oficina,original,knn,-5,0.7329881656804734,0.6538461538461539
oficina,original,knn,0,0.9001479289940829,0.8076923076923077
oficina,original,knn,5,0.9874260355029586,0.9423076923076923
oficina,original,knn,10,0.9837278106508875,0.9615384615384616
oficina,filtered,knn,-10,0.610207100591716,0.5769230769230769
oficina,filtered,knn,-5,0.6804733727810651,0.6346153846153846
oficina,filtered,knn,0,0.7855029585798816,0.7692307692307693
oficina,filtered,knn,5,0.8920118343195266,0.7884615384615384
oficina,filtered,knn,10,0.9763313609467456,0.9230769230769231
oficina,filtered,knn,-10,0.6915680473372781,0.6153846153846154
oficina,filtered,knn,-5,0.7892011834319528,0.7307692307692307
oficina,filtered,knn,0,0.8624260355029586,0.7307692307692307
oficina,filtered,knn,5,0.9733727810650887,0.9038461538461539
oficina,filtered,knn,10,0.970414201183432,0.9423076923076923
oficina,filtered,knn,-10,0.6952662721893491,0.6923076923076923
oficina,filtered,knn,-5,0.7884615384615384,0.6730769230769231
oficina,filtered,knn,0,0.8306213017751479,0.6923076923076923
oficina,filtered,knn,5,0.9718934911242604,0.9038461538461539
oficina,filtered,knn,10,0.9926035502958581,0.9423076923076923
oficina,original,randomforest,-10,0.7100591715976331,0.6346153846153846
oficina,original,randomforest,-5,0.834319526627219,0.7307692307692307
oficina,original,randomforest,0,0.9238165680473372,0.8653846153846154
oficina,original,randomforest,5,0.9733727810650888,0.9230769230769231
oficina,original,randomforest,10,0.9911242603550297,0.9423076923076923
oficina,filtered,randomforest,-10,0.5310650887573964,0.5769230769230769
oficina,filtered,randomforest,-5,0.7551775147928995,0.7115384615384616
oficina,filtered,randomforest,0,0.8587278106508877,0.7307692307692307
oficina,filtered,randomforest,5,0.9201183431952662,0.8269230769230769
oficina,filtered,randomforest,10,0.970414201183432,0.9038461538461539
oficina,filtered,randomforest,-10,0.7137573964497042,0.5576923076923077
oficina,filtered,randomforest,-5,0.8099112426035503,0.7307692307692307
oficina,filtered,randomforest,0,0.7877218934911244,0.6730769230769231
oficina,filtered,randomforest,5,0.9467455621301775,0.9038461538461539
oficina,filtered,randomforest,10,0.9837278106508877,0.9423076923076923
oficina,filtered,randomforest,-10,0.5680473372781065,0.5384615384615384
oficina,filtered,randomforest,-5,0.8269230769230769,0.7307692307692307
oficina,filtered,randomforest,0,0.9445266272189349,0.8653846153846154
oficina,filtered,randomforest,5,0.9622781065088757,0.8846153846153846
oficina,filtered,randomforest,10,0.9859467455621302,0.9423076923076923
